"","cand_A","cand_B","cand_C","cand_D","cand_E","cand_F","cand_G","cand_H"
"27894",0,6,7,0,0,8,4,3
"27895",2,6,4,5,4,6,7,4
"27898",8,4,2,6,4,3,2,3
"27899",5,3,8,0,4,6,2,6
"27900",8,8,4,7,8,2,5,4
"27901",0,5,10,0,4,7,7,7
"27902",0,8,6,0,4,8,5,3
"27903",10,0,0,0,0,0,10,0
"27905",5,5,9,5,6,7,8,5
"27906",0,10,9,3,5,7,7,5
"27908",6,6,4,6,3,0,8,2
"27911",10,4,3,2,5,2,4,3
"27912",7,2,5,0,2,5,0,8
"27913",6,4,5,5,8,2,6,8
"27914",7,7,4,8,5,5,8,3
"27915",0,10,6,4,4,6,3,4
"27916",10,3,2,5,8,0,7,6
"27917",5,7,7,5,5,5,5,6
"27918",8,5,0,9,6,0,5,4
"27919",1,7,6,3,3,8,4,3
"27920",10,4,1,8,7,0,5,3
"27921",8,5,6,6,7,4,3,4
"27923",0,7,5,0,0,6,0,0
"27925",5,3,4,1,10,2,2,0
"27926",1,7,8,6,5,8,7,7
"27927",2,10,7,1,3,7,3,4
"27928",0,8,7,0,4,7,8,4
"27930",1,10,10,1,1,0,10,2
"27931",8,2,3,6,4,0,4,5
"27932",2,9,8,0,4,7,0,6
"27934",7,7,6,0,6,4,0,8
"27936",0,2,3,0,3,0,3,5
"27938",0,10,7,0,2,8,5,5
"27940",9,7,7,5,7,5,7,8
"27941",6,7,6,1,4,7,2,6
"27942",2,8,8,1,5,7,8,5
"27943",5,5,5,1,4,6,3,8
"27944",1,1,6,6,3,6,8,1
"27945",0,8,4,0,5,4,0,0
"27946",3,5,5,5,3,2,5,3
"27949",9,7,5,3,8,0,5,2
"27950",0,0,0,10,0,0,0,0
"27951",8,4,2,5,4,2,5,7
"27952",2,8,4,5,5,6,6,3
"27953",5,8,10,0,5,6,5,5
"27954",7,1,1,8,8,0,6,1
"27955",10,7,2,4,8,0,7,4
"27956",5,3,1,3,4,1,3,3
"27957",8,5,5,9,7,4,4,7
"27959",2,7,7,4,5,2,4,5
"27960",4,5,5,3,5,4,6,5
"27961",8,5,0,8,7,0,1,4
"27962",5,9,7,2,5,7,4,7
"27963",8,5,4,5,7,5,2,8
"27964",7,6,6,5,6,3,5,2
"27966",8,8,7,2,7,6,7,8
"27967",2,8,7,5,6,6,8,5
"27970",5,8,6,0,7,7,5,7
"27971",8,5,4,4,5,1,5,5
"27974",7,3,2,0,3,0,3,2
"27975",0,3,5,5,5,3,5,5
"27976",7,6,8,5,6,5,6,9
"27977",3,3,0,8,5,2,9,0
"27978",8,10,7,0,7,4,1,2
"27979",3,8,7,2,6,4,6,5
"27980",6,8,7,5,6,5,5,6
"27981",5,9,5,0,7,7,9,3
"27982",10,8,2,10,10,0,8,0
"27983",7,6,6,5,8,4,8,7
"27984",0,8,7,0,5,10,5,4
"27986",6,7,4,7,6,0,4,7
"27987",6,5,3,2,6,6,3,6
"27989",8,3,5,3,3,0,5,7
"27990",3,7,8,1,5,7,1,6
"27991",2,4,2,0,4,3,0,0
"27992",9,8,4,7,5,0,7,5
"27995",9,3,2,0,5,0,2,6
"27996",8,7,4,4,6,5,7,7
"27997",2,5,10,0,3,7,0,5
"27998",4,5,2,8,5,3,4,3
"27999",0,8,5,0,2,5,3,3
"28000",6,2,3,8,6,2,4,3
"28001",6,6,5,5,4,4,5,5
"28002",5,5,5,5,5,5,5,5
"28003",8,4,2,6,6,0,5,2
"28004",9,4,0,8,7,0,7,3
"28005",4,0,0,3,4,1,4,3
"28006",4,9,5,4,7,5,8,5
"28007",0,0,3,0,0,6,10,0
"28009",6,8,8,0,6,5,0,9
"28012",3,10,9,5,8,8,3,8
"28013",2,5,6,0,8,7,6,4
"28015",1,8,7,0,3,7,2,5
"28016",0,7,6,0,5,7,8,5
"28017",7,3,4,6,8,3,6,4
"28018",8,6,4,2,4,8,3,8
"28019",7,6,5,5,6,5,7,5
"28021",5,10,0,0,10,0,0,0
"28022",9,7,5,7,8,4,7,6
"28023",7,7,4,3,7,4,4,3
"28024",9,0,1,5,5,0,0,5
"28027",8,4,3,3,6,0,4,8
"28028",0,0,0,10,8,5,10,0
"28029",5,3,4,3,7,0,5,4
"28030",0,2,2,1,0,4,5,3
"28031",6,2,3,3,5,0,3,2
"28032",8,6,2,9,9,3,9,4
"28034",4,5,4,0,4,6,2,4
"28035",7,3,2,4,4,4,4,6
"28036",7,8,5,2,8,4,7,3
"28037",7,4,2,9,9,0,6,5
"28038",6,6,2,4,6,0,5,0
"28039",5,4,0,2,3,3,5,7
"28040",7,6,6,5,8,3,2,6
"28041",9,8,5,2,7,5,2,9
"28042",5,5,2,5,4,1,6,1
"28043",8,3,1,3,3,1,1,5
"28044",7,3,1,5,5,7,6,2
"28046",7,7,4,6,6,3,6,5
"28048",2,2,2,2,2,2,2,2
"28049",4,9,8,2,6,6,6,5
"28050",9,0,0,4,5,1,4,4
"28052",9,0,0,6,5,0,4,4
"28053",5,2,5,5,4,3,5,6
"28055",10,5,4,6,8,3,4,5
"28056",0,0,0,0,0,0,0,0
"28057",5,5,5,5,5,5,5,5
"28058",9,8,4,7,5,0,7,5
"28060",7,6,7,0,7,7,0,9
"28061",4,2,2,7,6,0,8,1
"28062",7,7,1,6,10,1,5,5
"28063",6,7,5,8,9,4,7,5
"28064",5,4,7,0,4,0,0,5
"28065",0,7,5,0,0,8,0,0
